Order,Family,Species,Mass(g),BMR(W),Speciesavg.mass(g),Speciesavg.BMR(W),References
Rodentia,Sciuridae,Spermophilustereticaudus,90.8,0.334,125.1,0.501,Lovegrove(2003)
Rodentia,Sciuridae,Spermophilustereticaudus,129,0.72,,,Hart(1971)
Rodentia,Sciuridae,Spermophilustereticaudus,167,0.522,,,White&Seymour(2003)
Rodentia,Sciuridae,Spermophilustownsendii,212.52,0.6,224,0.634,Heusner(1991)
Rodentia,Sciuridae,Spermophilustownsendii,229,0.587,,,White&Seymour(2003)
Rodentia,Sciuridae,Spermophilustownsendii,231,0.722,,,Lovegrove(2000)
Rodentia,Sciuridae,Spermophilustridecemlineatus,182,0.579,198.4,0.983,Lovegrove(2000)
Rodentia,Sciuridae,Spermophilustridecemlineatus,205.4,0.783,,,White&Seymour(2003)
Rodentia,Sciuridae,Spermophilustridecemlineatus,209,2.099,,,Hart(1971)
Rodentia,Sciuridae,Spermophilusundulatus,500,2.789,698,3.601,Hart(1971)
Rodentia,Sciuridae,Spermophilusundulatus,680,3.721,,,White&Seymour(2003)
Rodentia,Sciuridae,Spermophilusundulatus,1000,4.5,,,Heusner(1991)
Rodentia,Sciuridae,Tamiasalpinus,39,0.322,39,0.322,White&Seymour(2003)
Rodentia,Sciuridae,Tamiasamoenus,52.7,0.43,55.7,0.5,Heusner(1991)
Rodentia,Sciuridae,Tamiasamoenus,57.1,0.537,,,White&Seymour(2003)
Rodentia,Sciuridae,Tamiasamoenus,57.3,0.54,,,Lovegrove(2003)
Rodentia,Sciuridae,Tamiasmerriami,75,0.44,76.9,0.459,White&Seymour(2003)
Rodentia,Sciuridae,Tamiasmerriami,78.9,0.48,,,Heusner(1991)
Rodentia,Sciuridae,Tamiasminimus,45.8,0.406,49.3,0.349,White&Seymour(2003)
Rodentia,Sciuridae,Tamiasminimus,53,0.3,,,Heusner(1991)
Rodentia,Sciuridae,Tamiaspalmeri,69.4,0.631,69.4,0.631,White&Seymour(2003)
Rodentia,Sciuridae,Tamiasstriatus,87.4,0.502,89.6,0.813,White&Seymour(2003)
Rodentia,Sciuridae,Tamiasstriatus,91.8,1.316,,,Lovegrove(2000)
Rodentia,Sciuridae,Tamiasciurushudsonicus,202,1.803,219.6,1.615,White&Seymour(2003)
Rodentia,Sciuridae,Tamiasciurushudsonicus,224,1.41,,,Heusner(1991)
Rodentia,Sciuridae,Tamiasciurushudsonicus,225,1.883,,,Hart(1971)
Rodentia,Sciuridae,Tamiasciurushudsonicus,228.3,1.42,,,White&Seymour(2003)
Rodentia,Sciuridae,Xerusinauris,515.3,1.731,528.5,1.775,Lovegrove(2000)
Rodentia,Sciuridae,Xerusinauris,542,1.82,,,White&Seymour(2003)
Rodentia,Sciuridae,Xerusprinceps,602,1.897,614.4,1.936,White&Seymour(2003)
Rodentia,Sciuridae,Xerusprinceps,627,1.976,,,Lovegrove(2000)
Scandentia,Tupaiidae,Ptilocercuslowii,57.5,0.24,57.5,0.24,Heusner(1991)
Scandentia,Tupaiidae,Tupaiaglis,123,0.522,123,0.522,White&Seymour(2003)
Scandentia,Tupaiidae,Urogaleeveretti,260.6,1.25,260.6,1.25,White&Seymour(2003)
Sirenia,Trichechidae,Trichechusinunguis,165223,64.52,167594.5,55.015,Lovegrove(2000)
Sirenia,Trichechidae,Trichechusinunguis,170000,46.91,,,Heusner(1991)
Tubulidentata,Orycteropodidae,Orycteropusafer,48000,34.275,48000,34.275,White&Seymour(2003)
Xenarthra,Bradypodidae,Bradypusvariegatus,3790,3.827,3790,3.827,White&Seymour(2003)
Xenarthra,Dasypodidae,Cabassouscentralis,3810,4.527,4061.7,4.812,Lovegrove(2000)
Xenarthra,Dasypodidae,Cabassouscentralis,4330,5.116,,,White&Seymour(2003)
Xenarthra,Dasypodidae,Chaetophractusnationi,2150,3.118,2150,3.118,White&Seymour(2003)
Xenarthra,Dasypodidae,Chaetophractusvellerosus,1110,1.707,1110,1.707,White&Seymour(2003)
Xenarthra,Dasypodidae,Chaetophractusvillosus,4540,4.508,4540,4.508,White&Seymour(2003)
Xenarthra,Dasypodidae,Dasypusnovemcinctus,3320,4.49,3413.7,4.655,Heusner(1991)
Xenarthra,Dasypodidae,Dasypusnovemcinctus,3510,4.825,,,White&Seymour(2003)
Xenarthra,Dasypodidae,Euphractussexcinctus,8190,6.901,8190,6.901,White&Seymour(2003)
Xenarthra,Dasypodidae,Priodontesmaximus,45190,16.892,45190,16.892,White&Seymour(2003)
Xenarthra,Dasypodidae,Tolypeutesmatacus,1160,1.172,1160,1.172,White&Seymour(2003)
Xenarthra,Dasypodidae,Zaedyuspichiy,1740,2.192,1740,2.192,White&Seymour(2003)
Xenarthra,Megalonychidae,Choloepushoffmanni,3770,3.364,4005.2,3.891,White&Seymour(2003)
Xenarthra,Megalonychidae,Choloepushoffmanni,4010,3.892,,,Lovegrove(2000)
Xenarthra,Megalonychidae,Choloepushoffmanni,4250,4.5,,,Heusner(1991)
Xenarthra,Myrmecophagidae,Cyclopesdidactylus,240,0.636,240,0.636,White&Seymour(2003)
Xenarthra,Myrmecophagidae,Myrmecophagatridactyla,30600,14.543,30600,14.543,White&Seymour(2003)
Xenarthra,Myrmecophagidae,Tamanduamexicana,3500,5.077,3884.2,5.124,Lovegrove(2000)
Xenarthra,Myrmecophagidae,Tamanduamexicana,3977,5.534,,,White&Seymour(2003)
Xenarthra,Myrmecophagidae,Tamanduamexicana,4210,4.79,,,Heusner(1991)
Xenarthra,Myrmecophagidae,Tamanduatetradactyla,3500,5.015,3500,,
